201208172_T-14-10-09_Dive_01_104.jpg
x,y,label
321,254,4
192,176,6
185,338,4
130,391,4
219,661,4
70,626,7
320,977,6
146,1078,6
89,1511,6
267,1322,6
452,292,7
443,230,4
720,484,6
672,573,7
520,733,7
641,617,2
501,1114,6
523,1142,6
496,1360,4
788,1477,1
1102,207,6
1165,121,6
880,444,6
901,447,6
1032,918,6
855,661,4
921,965,6
1044,1109,6
955,1411,6
1116,1284,6
1569,51,4
1494,311,6
1329,587,7
1437,376,4
1487,883,6
1585,782,6
1631,982,6
1568,972,6
1531,1361,4
1367,1448,3
1950,78,2
1972,185,2
1912,431,4
1994,537,6
1798,689,6
1898,879,6
1898,1022,6
1995,1173,6
2029,1280,6
1774,1231,6
