201208172_T-13-48-53_Dive_01_089.jpg
x,y,label
226,57,1
388,291,7
55,453,6
115,512,4
230,719,4
250,647,2
185,1019,6
34,1029,6
239,1247,6
92,1466,2
787,173,0
661,72,0
466,323,4
416,461,6
695,895,6
581,662,6
567,1136,6
745,942,6
791,1334,4
544,1374,2
1174,193,4
1194,302,4
1034,505,4
1065,560,2
956,843,6
1107,759,6
1034,1025,6
1080,1194,4
896,1500,6
1070,1241,6
1415,216,4
1453,130,4
1473,528,4
1578,446,4
1599,853,2
1376,700,6
1440,1150,7
1514,977,7
1272,1477,6
1543,1415,6
1809,228,4
1703,78,4
1867,553,4
2035,499,4
1979,760,4
1930,736,6
1985,978,6
1754,958,4
1911,1372,6
1770,1317,6
