201208172_T-13-44-41_Dive_01_081.jpg
x,y,label
177,282,6
67,227,6
200,482,6
282,592,6
304,882,6
376,629,6
56,1109,2
45,994,4
33,1302,4
414,1375,4
438,250,6
536,265,6
801,331,4
772,616,6
524,650,6
740,745,6
685,985,6
733,1113,6
639,1245,6
636,1418,4
893,138,6
1164,265,4
991,572,2
1048,476,4
973,716,6
871,702,6
894,1088,4
931,932,4
874,1282,2
1051,1334,7
1402,99,4
1467,96,7
1346,345,4
1328,385,4
1577,846,4
1389,901,4
1614,1157,4
1622,1048,2
1451,1383,4
1595,1356,6
1886,138,4
1948,276,4
2033,576,2
1940,344,4
1776,636,7
1998,869,4
1902,1079,7
2033,994,7
1965,1229,4
1664,1377,6
