201208172_T-13-47-14_Dive_01_086.jpg
x,y,label
228,105,6
202,130,6
239,484,6
184,450,6
350,773,4
303,752,6
112,1089,6
343,1199,6
166,1261,6
33,1351,6
739,56,0
742,280,4
751,540,2
481,540,6
724,799,2
606,817,2
775,1125,6
720,1157,7
673,1440,6
425,1288,2
841,286,4
960,231,0
968,441,0
987,456,0
1069,826,0
875,825,4
872,922,0
1221,1006,6
1203,1443,6
873,1246,6
1336,190,0
1593,140,1
1314,350,0
1390,498,6
1580,806,6
1462,790,6
1506,1108,6
1422,989,6
1340,1351,6
1453,1495,2
1809,91,2
1731,195,4
1725,584,7
1696,412,7
1675,755,3
1735,656,7
1712,947,6
1927,961,7
1721,1377,4
2005,1333,2
