201208172_T-12-49-32_Dive_01_024.jpg
x,y,label
1682,371,6
1692,903,4
1456,819,6
1844,229,6
1550,308,6
1929,1358,6
409,119,4
1244,921,6
1434,497,6
594,111,4
642,731,7
954,1144,4
260,918,4
1235,575,6
1908,1139,6
1308,741,6
1570,636,6
1586,1108,6
1422,206,6
1182,1102,4
1167,305,6
1189,649,6
729,737,4
537,95,4
737,1026,4
994,1128,7
840,1148,7
295,494,6
237,1113,4
1137,332,6
150,1387,4
1835,130,6
676,812,4
1058,711,6
908,46,7
1666,931,4
1661,804,4
720,347,4
168,785,6
1913,401,6
1395,810,6
847,1269,4
903,601,7
119,103,2
1590,345,6
1453,869,6
454,682,6
580,1462,4
497,658,4
1133,604,6
