201208172_T-15-11-50_Dive_01_152.jpg
x,y,label
259,286,6
39,201,7
405,593,6
94,584,6
323,674,4
365,681,6
316,1003,4
28,1147,4
191,1364,7
239,1463,7
671,59,6
671,109,6
531,375,4
520,535,7
422,841,2
649,913,4
641,1139,4
695,1221,4
676,1398,7
565,1402,4
981,23,6
1087,14,1
1080,581,4
985,526,6
887,851,4
916,893,7
899,1217,6
1038,1220,4
1172,1296,6
1021,1282,6
1268,208,6
1362,227,4
1502,484,4
1396,402,4
1317,698,7
1564,665,0
1331,1193,4
1586,1062,4
1355,1457,4
1364,1300,4
1675,108,6
1869,185,6
1693,504,4
1922,560,2
1769,851,4
1824,864,4
1778,1129,2
1683,1102,2
1690,1248,4
1665,1504,1
