201208172_T-13-11-50_Dive_01_047.jpg
x,y,label
131,47,7
149,64,7
157,604,6
220,453,6
157,643,6
272,700,6
401,1112,4
412,1038,4
335,1296,7
350,1234,7
642,72,4
432,146,7
693,327,4
687,465,4
737,874,4
471,697,6
483,1010,6
596,1203,4
463,1276,7
520,1456,7
872,106,4
901,89,4
980,407,4
1155,384,6
1161,811,4
913,646,4
891,1151,4
1029,1114,6
963,1227,6
1013,1337,6
1506,81,6
1343,294,6
1386,569,4
1463,388,6
1421,701,4
1583,808,4
1273,1056,6
1456,1021,4
1315,1480,6
1394,1239,4
1764,74,6
1740,215,6
1834,389,6
1839,545,4
1981,781,2
1773,679,4
1993,1152,4
1679,946,4
2019,1269,6
1848,1308,6
