201208172_T-12-50-42_Dive_01_026.jpg
x,y,label
1280,1499,4
129,300,4
674,1339,4
1429,302,6
1433,1395,4
1191,424,4
1461,713,4
1965,747,2
1775,208,1
2019,793,2
1772,217,1
464,609,4
405,101,4
1318,308,6
1343,1381,4
674,1415,4
1081,1373,4
1032,826,2
162,581,4
1266,620,4
766,551,4
2008,1192,4
1912,326,6
660,652,4
1711,1152,4
910,1481,4
221,1256,4
127,662,4
1863,570,2
2004,304,2
135,596,4
1717,338,2
818,353,4
1094,755,2
1972,1480,2
1885,292,6
13,757,2
214,184,4
743,1340,4
2001,548,6
454,1076,4
540,354,4
1926,1119,4
505,227,4
1650,155,4
548,1480,4
874,899,4
638,1191,4
953,909,2
1258,534,4
