201208172_T-14-24-06_Dive_01_128.jpg
x,y,label
152,134,4
402,300,6
63,545,6
374,388,6
268,769,6
211,669,6
369,933,7
288,1092,6
30,1470,7
69,1325,4
805,125,4
524,241,4
539,558,4
455,395,6
526,628,4
481,627,4
685,1045,7
583,1151,4
763,1241,4
770,1349,6
1054,265,4
1070,195,6
1083,536,4
1030,528,4
878,781,4
1081,709,6
1004,1166,4
883,1198,7
974,1236,6
936,1272,6
1566,78,6
1488,175,6
1419,418,6
1267,600,6
1347,828,6
1582,681,6
1296,951,6
1378,936,6
1244,1459,6
1345,1457,6
1672,245,6
2037,287,4
1638,375,6
2026,332,4
1879,874,4
1782,753,4
1701,944,0
1747,1138,6
1989,1289,4
1683,1347,6
