201208172_T-13-54-17_Dive_01_100.jpg
x,y,label
218,211,4
218,232,4
307,561,0
282,380,2
415,765,0
95,763,0
147,1192,0
182,945,0
71,1400,0
312,1480,7
536,264,6
668,97,6
799,365,0
501,446,4
708,754,0
465,620,7
667,936,0
633,1101,1
670,1404,1
807,1273,1
879,309,0
1087,264,6
1203,601,4
988,398,0
1072,788,7
1082,854,7
1039,1148,4
1113,1113,4
887,1266,4
1015,1321,7
1602,188,4
1359,116,6
1499,579,1
1588,382,6
1358,767,4
1428,850,4
1260,1168,4
1237,1055,4
1426,1266,4
1309,1300,2
1789,234,4
2014,80,4
1749,394,4
1795,350,4
1810,772,4
1648,916,4
2021,994,0
1692,961,4
1898,1276,0
1972,1245,7
