201208172_T-12-54-40_Dive_01_033.jpg
x,y,label
1077,521,6
905,288,6
254,125,4
573,972,2
841,1335,7
766,226,4
570,998,4
1369,674,6
1249,1423,1
155,1275,4
1358,624,6
1176,529,6
758,76,4
690,338,4
1833,982,6
1891,142,4
1641,837,6
1739,1076,6
1262,642,6
1126,1007,6
954,923,7
1824,702,6
178,1251,4
1123,660,6
1373,628,6
660,1076,7
1414,304,4
1537,1278,1
600,668,4
1990,425,4
891,1101,7
1141,961,6
638,404,4
140,799,4
1840,274,4
847,463,4
407,857,4
834,61,4
319,755,4
983,550,6
428,956,4
26,293,4
439,1261,4
1891,435,4
712,156,4
1327,162,2
616,1183,2
1568,51,4
177,795,4
1406,490,6
