201208172_T-13-16-17_Dive_01_058.jpg
x,y,label
129,118,4
163,133,4
161,448,3
205,516,7
372,685,4
116,661,7
71,1031,4
203,1216,4
151,1329,4
249,1339,4
538,171,4
479,54,4
565,313,4
518,464,2
784,811,7
596,808,4
792,1220,4
434,929,4
484,1473,6
802,1298,4
1213,140,6
1060,125,6
921,607,6
853,552,6
954,751,4
979,715,4
1123,1030,4
849,924,4
833,1391,4
1008,1464,3
1435,296,7
1406,295,7
1503,316,6
1320,421,6
1245,910,4
1544,790,4
1472,1127,4
1514,1017,4
1332,1524,4
1329,1411,4
1989,174,6
1678,47,7
1744,422,6
2015,349,6
1915,766,7
1829,649,7
1954,1160,7
1682,1139,7
2009,1281,6
1767,1486,6
