201208172_T-13-46-11_Dive_01_084.jpg
x,y,label
315,25,6
201,199,6
116,413,4
169,348,6
176,838,6
108,699,4
257,1166,6
216,1167,6
368,1309,6
224,1268,6
564,157,6
566,69,6
517,609,2
725,540,6
529,717,6
756,715,4
798,1073,6
693,1025,6
429,1482,4
753,1259,6
1098,184,4
930,103,4
1072,558,4
1146,401,4
1089,636,4
1049,659,4
855,1118,6
1029,1195,4
963,1374,4
842,1313,2
1534,15,6
1425,164,6
1528,412,6
1539,516,6
1535,785,6
1273,809,6
1539,981,4
1496,1179,4
1562,1448,6
1571,1250,7
1857,197,6
1857,289,6
1961,450,6
1702,451,6
1969,752,6
1848,655,6
1793,941,4
1831,1099,6
2008,1251,4
1819,1349,6
