201208172_T-13-20-47_Dive_01_067.jpg
x,y,label
51,185,2
128,64,6
294,414,4
158,511,4
341,806,2
38,735,6
305,1191,0
210,1169,0
220,1516,0
186,1445,0
436,115,4
663,231,4
554,446,2
782,444,7
772,718,4
564,816,4
458,1084,7
605,921,4
581,1335,4
485,1523,4
1174,276,4
842,239,4
895,474,4
849,498,4
1007,694,6
1067,803,6
1124,1057,0
967,1051,6
840,1316,4
869,1302,4
1426,184,4
1235,92,4
1348,392,6
1310,506,6
1608,687,6
1505,882,6
1496,1205,7
1486,1028,6
1411,1325,2
1438,1250,2
1715,255,4
1760,64,4
1693,400,4
1680,567,4
1870,657,4
1984,799,4
1911,932,6
1921,1080,7
1640,1465,0
1666,1391,4
