201208172_T-13-52-57_Dive_01_097.jpg
x,y,label
372,99,0
254,67,4
366,368,0
16,366,1
86,736,4
332,810,4
174,1066,2
110,1009,4
224,1237,4
180,1282,4
746,13,0
774,205,0
665,332,0
548,348,0
441,892,4
440,917,4
547,1087,4
556,1147,4
422,1457,7
795,1477,4
841,198,0
1126,300,6
1132,575,4
822,428,0
1149,772,6
1011,685,0
1148,1072,6
877,1071,6
1123,1413,6
1107,1502,6
1262,173,6
1303,22,6
1267,503,6
1515,545,6
1513,801,6
1355,846,6
1481,1156,6
1354,946,6
1491,1315,6
1308,1496,6
1673,222,6
1676,117,6
1828,431,6
1776,510,3
1909,649,6
1825,868,6
1745,1098,2
1916,998,4
1723,1417,3
1761,1236,3
