201208172_T-14-12-46_Dive_01_107.jpg
x,y,label
205,181,7
113,210,4
355,363,7
144,438,4
145,843,4
206,704,7
171,938,7
20,927,7
82,1414,6
358,1346,2
457,53,2
692,24,6
664,590,7
772,475,7
796,724,4
760,822,7
686,1019,2
451,1067,7
780,1517,2
534,1233,2
950,290,4
1005,104,2
1155,608,7
1118,342,7
859,791,4
1042,898,7
894,1099,4
917,1166,4
941,1328,4
1011,1277,4
1279,237,7
1285,148,2
1263,564,7
1599,407,7
1497,683,7
1436,797,0
1250,993,7
1543,996,0
1388,1264,7
1619,1331,0
1833,268,7
1946,117,7
1739,550,4
1991,439,7
1841,801,7
1661,914,7
1892,1098,4
1767,1054,4
2007,1410,0
1987,1312,0
